onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
19240.0	8.0	400.833	70	10	A	1.0	2	4	1.0	1.0	1/24	True	3	67.0	201.0	66.0	66b	4	2405/6	False	False				False	383		V2/VII		A	vi		V2/VII		V		2		VII	Mm7	False	True	(-3, -1, 3, 0)	()	-1	-3	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	3	6	4	7	4	6	False	False	False
19248.0	8.0	401.0	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	67.0	201.0	66.0	66b	4	401	False	False				False	383		V2/VII		A	vi		V2/VII		V		2		VII	Mm7	False	True	(-3, -1, 3, 0)	()	-1	-3	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	3	6	4	2	-1	1	True	True	False
19256.0	8.0	401.167	75	9	D	1.0	2	4	1.0	1.0	1/24	True	3	67.0	201.0	66.0	66b	5	2407/6	False	False				False	383		V2/VII		A	vi		V2/VII		V		2		VII	Mm7	False	True	(-3, -1, 3, 0)	()	-1	-3	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	3	6	4	6	3	5	True	False	False
19264.0	8.0	401.333	78	6	F	1.0	2	4	1.0	1.0	1/24	True	3	67.0	201.0	66.0	66b	5	1204/3	False	False				False	383		V2/VII		A	vi		V2/VII		V		2		VII	Mm7	False	True	(-3, -1, 3, 0)	()	-1	-3	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	3	6	4	3	0	2	True	False	False
19272.0	8.0	401.5	83	5	B	0.0	2	4	1.0	1.0	1/24	True	3	67.0	201.0	66.0	66b	5	803/2	False	False				False	383		V2/VII		A	vi		V2/VII		V		2		VII	Mm7	False	True	(-3, -1, 3, 0)	()	-1	-3	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	3	6	4	2	-1	1	True	True	False
19280.0	8.0	401.667	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	67.0	201.0	66.0	66b	4	1205/3	False	False				False	383		V2/VII		A	vi		V2/VII		V		2		VII	Mm7	False	True	(-3, -1, 3, 0)	()	-1	-3	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	3	6	4	2	-1	1	True	True	False
19288.0	8.0	401.833	83	5	B	0.0	2	4	1.0	1.0	1/24	True	3	67.0	201.0	66.0	66b	5	2411/6	False	False				False	383		V2/VII		A	vi		V2/VII		V		2		VII	Mm7	False	True	(-3, -1, 3, 0)	()	-1	-3	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	3	6	4	2	-1	1	True	True	False
19296.0	24.0	402.0	56	8	G	1.0	2	4	2.0	1.0	1/8	True	3	68.0	202.0	67.0	67b	3	402	False	True				False	384		VII6		A	vi		VII6		VII		6			M	False	True	(2, -1, -2)	()	-2	2	major	minor	vi	vi, major	VII		vi	vi	True	VII6	VII6, minor		VII6, minor		VII	3	6	6	5	2	2	True	False	True
19304.0	8.0	402.167	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	4	2413/6	False	False				False	384		VII6		A	vi		VII6		VII		6			M	False	True	(2, -1, -2)	()	-2	2	major	minor	vi	vi, major	VII		vi	vi	True	VII6	VII6, minor		VII6, minor		VII	3	6	6	2	-1	-1	True	False	False
19312.0	8.0	402.333	83	5	B	0.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	5	1207/3	False	False				False	384		VII6		A	vi		VII6		VII		6			M	False	True	(2, -1, -2)	()	-2	2	major	minor	vi	vi, major	VII		vi	vi	True	VII6	VII6, minor		VII6, minor		VII	3	6	6	2	-1	-1	True	False	False
19320.0	24.0	402.5	54	6	F	1.0	2	4	2.0	1.0	1/8	True	3	68.0	202.0	67.0	67b	3	805/2	False	False				False	384		VII6		A	vi		VII6		VII		6			M	False	True	(2, -1, -2)	()	-2	2	major	minor	vi	vi, major	VII		vi	vi	True	VII6	VII6, minor		VII6, minor		VII	3	6	6	3	0	0	False	False	False
19328.0	8.0	402.667	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	4	1208/3	False	False				False	384		VII6		A	vi		VII6		VII		6			M	False	True	(2, -1, -2)	()	-2	2	major	minor	vi	vi, major	VII		vi	vi	True	VII6	VII6, minor		VII6, minor		VII	3	6	6	2	-1	-1	True	False	False
19336.0	8.0	402.833	83	5	B	0.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	5	2417/6	False	False				False	384		VII6		A	vi		VII6		VII		6			M	False	True	(2, -1, -2)	()	-2	2	major	minor	vi	vi, major	VII		vi	vi	True	VII6	VII6, minor		VII6, minor		VII	3	6	6	2	-1	-1	True	False	False
19344.0	48.0	403.0	53	11	E	1.0	2	4	2.0	1.0	1/4	True	3	68.0	202.0	67.0	67b	3	403	False	True				False	385		#viio7		A	vi		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	6	6	8	5	5	True	True	True
19352.0	8.0	403.167	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	4	2419/6	False	False				False	385		#viio7		A	vi		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	6	6	2	-1	-1	True	False	False
19360.0	8.0	403.333	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	5	1210/3	False	False				False	385		#viio7		A	vi		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	6	6	4	1	1	False	False	False
19368.0	8.0	403.5	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	5	807/2	False	False				False	385		#viio7		A	vi		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	6	6	-1	-4	-4	True	False	False
19376.0	8.0	403.667	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	5	1211/3	False	False				False	385		#viio7		A	vi		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	6	6	4	1	1	False	False	False
19384.0	8.0	403.833	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	68.0	202.0	67.0	67b	4	2423/6	False	False				False	385		#viio7		A	vi		#viio7		#vii	o	7			o7	False	True	(5, 2, -1, -4)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio7	#viio7, minor		#viio7, minor		#vii	3	6	6	2	-1	-1	True	False	False
19392.0	24.0	404.0	54	6	F	1.0	2	4	2.0	1.0	1/8	True	3	69.0	203.0	68.0	68b	3	404	False	True				False	386		i		A	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	3	6	6	3	0	0	True	True	True
19392.0	8.0	404.0	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	69.0	203.0	68.0	68b	4	404	False	True				False	386		i		A	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	3	6	6	0	-3	-3	True	False	False
19400.0	8.0	404.167	76	4	E	0.0	2	4	1.0	1.0	1/24	True	3	69.0	203.0	68.0	68b	5	2425/6	False	False				False	386		i		A	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	3	6	6	1	-2	-2	False	False	False
19408.0	8.0	404.333	74	2	D	0.0	2	4	1.0	1.0	1/24	True	3	69.0	203.0	68.0	68b	5	1213/3	False	False				False	386		i		A	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	3	6	6	-1	-4	-4	False	False	False
19416.0	24.0	404.5	59	5	B	0.0	2	4	2.0	1.0	1/8	True	3	69.0	203.0	68.0	68b	3	809/2	False	True				False	387		iv		A	vi		iv		iv					m	False	True	(-1, -4, 0)	()	-1	-1	major	minor	vi	vi, major	iv		vi	vi	True	iv	iv, minor		iv, minor		iv	3	6	6	2	-1	-1	True	True	True
19416.0	8.0	404.5	73	7	C	1.0	2	4	1.0	1.0	1/24	True	3	69.0	203.0	68.0	68b	5	809/2	False	True				False	387		iv		A	vi		iv		iv					m	False	True	(-1, -4, 0)	()	-1	-1	major	minor	vi	vi, major	iv		vi	vi	True	iv	iv, minor		iv, minor		iv	3	6	6	4	1	1	False	False	False
19424.0	8.0	404.667	71	5	B	0.0	2	4	1.0	1.0	1/24	True	3	69.0	203.0	68.0	68b	4	1214/3	False	False				False	387		iv		A	vi		iv		iv					m	False	True	(-1, -4, 0)	()	-1	-1	major	minor	vi	vi, major	iv		vi	vi	True	iv	iv, minor		iv, minor		iv	3	6	6	2	-1	-1	True	True	True
19432.0	8.0	404.833	69	3	A	0.0	2	4	1.0	1.0	1/24	True	3	69.0	203.0	68.0	68b	4	2429/6	False	False				False	387		iv		A	vi		iv		iv					m	False	True	(-1, -4, 0)	()	-1	-1	major	minor	vi	vi, major	iv		vi	vi	True	iv	iv, minor		iv, minor		iv	3	6	6	0	-3	-3	False	False	False
19440.0	24.0	405.0	61	7	C	1.0	2	4	2.0	1.0	1/8	True	3	69.0	203.0	68.0	68b	4	405	False	True				False	388		V(64)		A	vi		V(64)		V			64		M	False	True	(1, 0, -3)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V(64), minor		V	3	6	6	4	1	1	True	True	True
19440.0	24.0	405.0	69	3	A	0.0	2	4	1.0	1.0	1/8	True	3	69.0	203.0	68.0	68b	4	405	False	True				False	388		V(64)		A	vi		V(64)		V			64		M	False	True	(1, 0, -3)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V(64), minor		V	3	6	6	0	-3	-3	True	False	False
19464.0	24.0	405.5	49	7	C	1.0	2	4	2.0	1.0	1/8	True	3	69.0	203.0	68.0	68b	3	811/2	False	True				False	389		V		A	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	3	6	6	4	1	1	True	True	True
19464.0	12.0	405.5	68	8	G	1.0	2	4	1.0	1.0	1/16	True	3	69.0	203.0	68.0	68b	4	811/2	False	True				False	389		V		A	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	3	6	6	5	2	2	True	False	False
19476.0	12.0	405.75	66	6	F	1.0	2	4	1.0	1.0	1/16	True	3	69.0	203.0	68.0	68b	4	1623/4	False	False				False	389		V		A	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	3	6	6	3	0	0	False	False	False
19488.0	48.0	406.0	76	4	E	0.0	2	4	1.0	1.0	1/4	True	3	70.0	204.0	69.0	69b	5	406	False	True	EC	EC		False	390		V(4)/VII|EC		A	vi		V(4)/VII		V			4	VII	M	False	True	(-1, -2, 0)	()	-1	-1	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V/VII	V/VII, minor		V(4)/VII, minor	VII	VII	3	6	4	1	-2	0	True	False	False
19536.0	48.0	407.0	47	5	B	0.0	2	4	2.0	1.0	1/4	True	3	70.0	204.0	69.0	69b	2	407	False	True				False	391		V7/VII		A	vi		V7/VII		V		7		VII	Mm7	False	True	(-1, 3, 0, -3)	()	-1	-1	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	3	6	4	2	-1	1	True	True	True
19536.0	12.0	407.0	76	4	E	0.0	2	4	1.0	1.0	1/16	False	3	70.0	204.0	69.0	69b	5	407	False	True				False	391		V7/VII		A	vi		V7/VII		V		7		VII	Mm7	False	True	(-1, 3, 0, -3)	()	-1	-1	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	3	6	4	1	-2	0	False	False	False
19548.0	12.0	407.25	75	9	D	1.0	2	4	1.0	1.0	1/16	True	3	70.0	204.0	69.0	69b	5	1629/4	False	False				False	391		V7/VII		A	vi		V7/VII		V		7		VII	Mm7	False	True	(-1, 3, 0, -3)	()	-1	-1	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	3	6	4	6	3	5	True	False	False
19560.0	12.0	407.5	78	6	F	1.0	2	4	1.0	1.0	1/16	True	3	70.0	204.0	69.0	69b	5	815/2	False	False				False	391		V7/VII		A	vi		V7/VII		V		7		VII	Mm7	False	True	(-1, 3, 0, -3)	()	-1	-1	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	3	6	4	3	0	2	True	False	False
19572.0	12.0	407.75	69	3	A	0.0	2	4	1.0	1.0	1/16	True	3	70.0	204.0	69.0	69b	4	1631/4	False	False				False	391		V7/VII		A	vi		V7/VII		V		7		VII	Mm7	False	True	(-1, 3, 0, -3)	()	-1	-1	major	minor	vi	vi, major	V/VII	VII	VII/vi	V	False	V7/VII	V7/VII, minor		V7/VII, minor	VII	VII	3	6	4	0	-3	-1	True	False	False
19584.0	0.0	408.0	68	8	G	1.0	2	4	1.0	1.0	0	True	3	71.0	205.0	70.0	70b	4	408	False	True				False	392		V(4)/III		A	vi		V(4)/III		V			4	III	M	False	True	(-2, -3, -1)	()	-2	-2	major	minor	vi	vi, major	V/III	III	III/vi	I	False	V/III	V/III, minor		V(4)/III, minor	III	III	3	6	3	5	2	5	False	False	False
19584.0	0.0	408.0	71	5	B	0.0	2	4	1.0	1.0	0	True	3	71.0	205.0	70.0	70b	4	408	False	True				False	392		V(4)/III		A	vi		V(4)/III		V			4	III	M	False	True	(-2, -3, -1)	()	-2	-2	major	minor	vi	vi, major	V/III	III	III/vi	I	False	V/III	V/III, minor		V(4)/III, minor	III	III	3	6	3	2	-1	2	True	False	False
19584.0	48.0	408.0	69	3	A	0.0	2	4	1.0	1.0	1/4	True	3	71.0	205.0	70.0	70b	4	408	False	True				False	392		V(4)/III		A	vi		V(4)/III		V			4	III	M	False	True	(-2, -3, -1)	()	-2	-2	major	minor	vi	vi, major	V/III	III	III/vi	I	False	V/III	V/III, minor		V(4)/III, minor	III	III	3	6	3	0	-3	0	True	False	False
19632.0	48.0	409.0	40	4	E	0.0	2	4	2.0	1.0	1/4	True	3	71.0	205.0	70.0	70b	2	409	False	True				False	393		V7/III		A	vi		V7/III		V		7		III	Mm7	False	True	(-2, 2, -1, -4)	()	-2	-2	major	minor	vi	vi, major	V/III	III	III/vi	I	False	V7/III	V7/III, minor		V7/III, minor	III	III	3	6	3	1	-2	1	True	True	True
19632.0	12.0	409.0	69	3	A	0.0	2	4	1.0	1.0	1/16	False	3	71.0	205.0	70.0	70b	4	409	False	True				False	393		V7/III		A	vi		V7/III		V		7		III	Mm7	False	True	(-2, 2, -1, -4)	()	-2	-2	major	minor	vi	vi, major	V/III	III	III/vi	I	False	V7/III	V7/III, minor		V7/III, minor	III	III	3	6	3	0	-3	0	False	False	False
19644.0	12.0	409.25	68	8	G	1.0	2	4	1.0	1.0	1/16	True	3	71.0	205.0	70.0	70b	4	1637/4	False	False				False	393		V7/III		A	vi		V7/III		V		7		III	Mm7	False	True	(-2, 2, -1, -4)	()	-2	-2	major	minor	vi	vi, major	V/III	III	III/vi	I	False	V7/III	V7/III, minor		V7/III, minor	III	III	3	6	3	5	2	5	True	False	False
19656.0	12.0	409.5	71	5	B	0.0	2	4	1.0	1.0	1/16	True	3	71.0	205.0	70.0	70b	4	819/2	False	False				False	393		V7/III		A	vi		V7/III		V		7		III	Mm7	False	True	(-2, 2, -1, -4)	()	-2	-2	major	minor	vi	vi, major	V/III	III	III/vi	I	False	V7/III	V7/III, minor		V7/III, minor	III	III	3	6	3	2	-1	2	True	False	False
19668.0	12.0	409.75	62	2	D	0.0	2	4	1.0	1.0	1/16	True	3	71.0	205.0	70.0	70b	4	1639/4	False	False				False	393		V7/III		A	vi		V7/III		V		7		III	Mm7	False	True	(-2, 2, -1, -4)	()	-2	-2	major	minor	vi	vi, major	V/III	III	III/vi	I	False	V7/III	V7/III, minor		V7/III, minor	III	III	3	6	3	-1	-4	-1	True	False	False
19680.0	0.0	410.0	61	7	C	1.0	2	4	1.0	1.0	0	True	3	72.0	206.0	71.0	71b	4	410	False	True			}	True	394		III(4)}		A	vi		III(4)		III			4		M	False	True	(-3, -4, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III(4), minor		III	3	6	6	4	1	1	False	False	False
19680.0	0.0	410.0	64	4	E	0.0	2	4	1.0	1.0	0	True	3	72.0	206.0	71.0	71b	4	410	False	True			}	True	394		III(4)}		A	vi		III(4)		III			4		M	False	True	(-3, -4, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III(4), minor		III	3	6	6	1	-2	-2	True	False	False
19680.0	72.0	410.0	45	3	A	0.0	2	4	2.0	1.0	3/8	True	3	72.0	206.0	71.0	71b	2	410	False	True			}	True	394		III(4)}		A	vi		III(4)		III			4		M	False	True	(-3, -4, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III(4), minor		III	3	6	6	0	-3	-3	True	True	True
19680.0	48.0	410.0	62	2	D	0.0	2	4	1.0	1.0	1/4	True	3	72.0	206.0	71.0	71b	4	410	False	True			}	True	394		III(4)}		A	vi		III(4)		III			4		M	False	True	(-3, -4, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III(4), minor		III	3	6	6	-1	-4	-4	True	False	False
19728.0	24.0	411.0	61	7	C	1.0	2	4	1.0	1.0	1/8	True	3	72.0	206.0	71.0	71b	4	411	False	True	IAC	IAC		False	395		III|IAC		A	vi		III		III					M	False	True	(-3, 1, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III, minor		III	3	6	6	4	1	1	True	False	False
19788.0	12.0	412.25	61	7	C	1.0	2	4	1.0	1.0	1/16	True	3	73.0	207.0	72.0	72b	4	1649/4	False	False				False	395		III|IAC		A	vi		III		III					M	False	True	(-3, 1, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III, minor		III	3	6	6	4	1	1	True	False	False
19800.0	24.0	412.5	57	3	A	0.0	2	4	2.0	1.0	1/8	True	3	73.0	207.0	72.0	72b	3	825/2	False	False				False	395		III|IAC		A	vi		III		III					M	False	True	(-3, 1, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III, minor		III	3	6	6	0	-3	-3	True	True	True
19800.0	12.0	412.5	73	7	C	1.0	2	4	1.0	1.0	1/16	True	3	73.0	207.0	72.0	72b	5	825/2	False	False				False	395		III|IAC		A	vi		III		III					M	False	True	(-3, 1, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III, minor		III	3	6	6	4	1	1	True	False	False
19812.0	12.0	412.75	66	6	F	1.0	2	4	1.0	1.0	1/16	True	3	73.0	207.0	72.0	72b	4	1651/4	False	False				False	395		III|IAC		A	vi		III		III					M	False	True	(-3, 1, -2)	()	-3	-3	major	minor	vi	vi, major	III		vi	vi	True	III	III, minor		III, minor		III	3	6	6	3	0	0	False	False	False
19824.0	24.0	413.0	56	8	G	1.0	2	4	2.0	1.0	1/8	True	3	73.0	207.0	72.0	72b	3	413	False	True				False	397		#viio6		A	vi		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	vi	vi, major	#vii		vi	vi	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	6	6	5	2	2	True	False	True
19824.0	12.0	413.0	66	6	F	1.0	2	4	1.0	1.0	1/16	True	3	73.0	207.0	72.0	72b	4	413	False	True				False	397		#viio6		A	vi		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	vi	vi, major	#vii		vi	vi	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	6	6	3	0	0	False	False	False
19836.0	12.0	413.25	65	11	E	1.0	2	4	1.0	1.0	1/16	True	3	73.0	207.0	72.0	72b	4	1653/4	False	False				False	397		#viio6		A	vi		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	vi	vi, major	#vii		vi	vi	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	6	6	8	5	5	True	True	False
19848.0	24.0	413.5	53	11	E	1.0	2	4	2.0	1.0	1/8	True	3	73.0	207.0	72.0	72b	3	827/2	False	True				False	398		#viio		A	vi		#viio		#vii	o				o	False	True	(5, 2, -1)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio	#viio, minor		#viio, minor		#vii	3	6	6	8	5	5	True	True	True
19848.0	12.0	413.5	68	8	G	1.0	2	4	1.0	1.0	1/16	True	3	73.0	207.0	72.0	72b	4	827/2	False	True				False	398		#viio		A	vi		#viio		#vii	o				o	False	True	(5, 2, -1)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio	#viio, minor		#viio, minor		#vii	3	6	6	5	2	2	True	False	False
19860.0	12.0	413.75	71	5	B	0.0	2	4	1.0	1.0	1/16	True	3	73.0	207.0	72.0	72b	4	1655/4	False	False				False	398		#viio		A	vi		#viio		#vii	o				o	False	True	(5, 2, -1)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio	#viio, minor		#viio, minor		#vii	3	6	6	2	-1	-1	True	False	False
19872.0	24.0	414.0	54	6	F	1.0	2	4	2.0	1.0	1/8	True	3	74.0	208.0	73.0	73b	3	414	False	True				False	399		i		A	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	3	6	6	3	0	0	True	True	True
19872.0	12.0	414.0	69	3	A	0.0	2	4	1.0	1.0	1/16	True	3	74.0	208.0	73.0	73b	4	414	False	True				False	399		i		A	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	3	6	6	0	-3	-3	True	False	False
19884.0	12.0	414.25	73	7	C	1.0	2	4	1.0	1.0	1/16	True	3	74.0	208.0	73.0	73b	5	1657/4	False	False				False	399		i		A	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	3	6	6	4	1	1	True	False	False
19896.0	24.0	414.5	57	3	A	0.0	2	4	2.0	1.0	1/8	True	3	74.0	208.0	73.0	73b	3	829/2	False	True				False	400		i6		A	vi		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	vi	vi, major	i		vi	vi	True	i6	i6, minor		i6, minor		i	3	6	6	0	-3	-3	True	False	True
19896.0	12.0	414.5	85	7	C	1.0	2	4	1.0	1.0	1/16	True	3	74.0	208.0	73.0	73b	6	829/2	False	True				False	400		i6		A	vi		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	vi	vi, major	i		vi	vi	True	i6	i6, minor		i6, minor		i	3	6	6	4	1	1	True	False	False
19908.0	12.0	414.75	78	6	F	1.0	2	4	1.0	1.0	1/16	True	3	74.0	208.0	73.0	73b	5	1659/4	False	False				False	400		i6		A	vi		i6		i		6			m	False	True	(-3, 1, 0)	()	0	-3	major	minor	vi	vi, major	i		vi	vi	True	i6	i6, minor		i6, minor		i	3	6	6	3	0	0	True	True	False
19920.0	24.0	415.0	56	8	G	1.0	2	4	2.0	1.0	1/8	True	3	74.0	208.0	73.0	73b	3	415	False	True				False	401		#viio6		A	vi		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	vi	vi, major	#vii		vi	vi	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	6	6	5	2	2	True	False	True
19920.0	12.0	415.0	78	6	F	1.0	2	4	1.0	1.0	1/16	True	3	74.0	208.0	73.0	73b	5	415	False	True				False	401		#viio6		A	vi		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	vi	vi, major	#vii		vi	vi	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	6	6	3	0	0	False	False	False
19932.0	12.0	415.25	77	11	E	1.0	2	4	1.0	1.0	1/16	True	3	74.0	208.0	73.0	73b	5	1661/4	False	False				False	401		#viio6		A	vi		#viio6		#vii	o	6			o	False	True	(2, -1, 5)	()	5	2	major	minor	vi	vi, major	#vii		vi	vi	True	#viio6	#viio6, minor		#viio6, minor		#vii	3	6	6	8	5	5	True	True	False
19944.0	24.0	415.5	53	11	E	1.0	2	4	2.0	1.0	1/8	True	3	74.0	208.0	73.0	73b	3	831/2	False	True				False	402		#viio		A	vi		#viio		#vii	o				o	False	True	(5, 2, -1)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio	#viio, minor		#viio, minor		#vii	3	6	6	8	5	5	True	True	True
19944.0	12.0	415.5	80	8	G	1.0	2	4	1.0	1.0	1/16	True	3	74.0	208.0	73.0	73b	5	831/2	False	True				False	402		#viio		A	vi		#viio		#vii	o				o	False	True	(5, 2, -1)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio	#viio, minor		#viio, minor		#vii	3	6	6	5	2	2	True	False	False
19956.0	12.0	415.75	83	5	B	0.0	2	4	1.0	1.0	1/16	True	3	74.0	208.0	73.0	73b	5	1663/4	False	False				False	402		#viio		A	vi		#viio		#vii	o				o	False	True	(5, 2, -1)	()	5	5	major	minor	vi	vi, major	#vii		vi	vi	True	#viio	#viio, minor		#viio, minor		#vii	3	6	6	2	-1	-1	True	False	False
19968.0	24.0	416.0	54	6	F	1.0	2	4	2.0	1.0	1/8	True	3	75.0	209.0	74.0	74b	3	416	False	True				False	403		i		A	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	3	6	6	3	0	0	True	True	True
