onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
564.0	8.0	141.0	59	5	B	0.0	3	4	2.0	1.0	1/2	True	1	18.0	46.0	17.0	17b	3	141	False	True				False	74		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	4	1	1	True	True	True
564.0	4.0	141.0	75	9	D	1.0	3	4	1.0	1.0	1/4	True	1	18.0	46.0	17.0	17b	5	141	False	True				False	74		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	8	5	5	True	False	False
568.0	4.0	142.0	71	5	B	0.0	3	4	1.0	1.0	1/4	True	1	18.0	46.0	17.0	17b	4	142	False	False				False	74		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	4	1	1	True	True	True
572.0	8.0	143.0	52	4	E	0.0	3	4	2.0	1.0	1/2	True	1	18.0	46.0	17.0	17b	3	143	False	True				False	75		i	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
572.0	6.0	143.0	79	1	G	0.0	3	4	1.0	1.0	3/8	True	1	18.0	46.0	17.0	17b	5	143	False	True				False	75		i	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	0	-3	-3	True	False	False
578.0	2.0	144.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	18.0	46.0	17.0	17b	5	289/2	False	False				False	75		i	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	5	2	2	False	False	False
580.0	8.0	145.0	47	5	B	0.0	3	4	2.0	1.0	1/2	True	1	18.0	46.0	17.0	17b	2	145	False	True				False	76		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	4	1	1	True	True	True
580.0	6.0	145.0	78	6	F	1.0	3	4	1.0	1.0	3/8	True	1	18.0	46.0	17.0	17b	5	145	False	True				False	76		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	5	2	2	True	False	False
586.0	2.0	146.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	18.0	46.0	17.0	17b	5	293/2	False	False				False	76		V	G	vi		V	V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	1	4	4	3	0	0	False	False	False
588.0	12.0	147.0	52	4	E	0.0	3	4	2.0	1.0	3/4	True	1	19.0	47.0	18.0	18b	3	147	False	True	PAC	PAC		False	78		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
588.0	2.0	147.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	19.0	47.0	18.0	18b	5	147	False	True	PAC	PAC		False	78		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
590.0	2.0	147.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	19.0	47.0	18.0	18b	5	295/2	False	False				False	78		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	5	2	2	False	False	False
592.0	2.0	148.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	19.0	47.0	18.0	18b	5	148	False	False				False	78		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	3	0	0	True	True	True
594.0	2.0	148.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	19.0	47.0	18.0	18b	5	297/2	False	False				False	78		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	1	-2	-2	False	False	False
596.0	2.0	149.0	73	7	C	1.0	3	4	1.0	1.0	1/8	True	1	19.0	47.0	18.0	18b	5	149	False	False				False	78		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	6	3	3	False	False	False
598.0	2.0	149.5	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	19.0	47.0	18.0	18b	4	299/2	False	False				False	78		i|PAC	G	vi		i	i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	1	4	4	4	1	1	True	False	False
600.0	2.0	150.0	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	20.0	48.0	19.0	19b	3	150	False	True				False	79		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	2	-1	-1	True	True	True
600.0	12.0	150.0	73	7	C	1.0	3	4	1.0	1.0	3/4	True	1	20.0	48.0	19.0	19b	5	150	False	True				False	79		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	6	3	3	True	False	False
602.0	2.0	150.5	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	20.0	48.0	19.0	19b	3	301/2	False	False				False	79		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	4	1	1	False	False	False
604.0	2.0	151.0	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	20.0	48.0	19.0	19b	3	151	False	False				False	79		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	2	-1	-1	True	True	True
606.0	2.0	151.5	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	20.0	48.0	19.0	19b	3	303/2	False	False				False	79		IV	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True	IV	IV, minor		IV, minor		IV	1	4	4	0	-3	-3	False	False	False
608.0	2.0	152.0	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	20.0	48.0	19.0	19b	3	152	False	False			}	True	80		}	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True		, minor		IV, minor		IV	1	4	4	5	2	2	False	False	False
610.0	2.0	152.5	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	20.0	48.0	19.0	19b	3	305/2	False	False				False	80		}	G	vi		IV	IV					M	False	True	(-1, 3, 0)	()	-1	-1	major	minor	vi	vi, major	IV		vi	vi	True		, minor		IV, minor		IV	1	4	4	3	0	0	True	False	False
612.0	12.0	153.0	54	6	F	1.0	3	4	2.0	1.0	3/4	True	1	21.0	49.0	20.0	20b	3	153	False	True			{	False	81		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
612.0	2.0	153.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	21.0	49.0	20.0	20b	5	153	False	True			{	False	81		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	2	2	2	True	False	False
614.0	2.0	153.5	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	21.0	49.0	20.0	20b	5	307/2	False	False				False	81		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	4	4	4	False	False	False
616.0	2.0	154.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	21.0	49.0	20.0	20b	5	154	False	False				False	81		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	2	2	2	True	False	False
618.0	2.0	154.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	21.0	49.0	20.0	20b	5	309/2	False	False				False	81		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	0	0	0	False	False	False
620.0	2.0	155.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	21.0	49.0	20.0	20b	5	155	False	False				False	81		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
622.0	2.0	155.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	21.0	49.0	20.0	20b	5	311/2	False	False				False	81		I.V6{	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	3	3	3	False	False	False
624.0	2.0	156.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	22.0	50.0	21.0	21b	4	156	False	True				False	82		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
624.0	12.0	156.0	78	6	F	1.0	3	4	1.0	1.0	3/4	True	1	22.0	50.0	21.0	21b	5	156	False	True				False	82		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
626.0	2.0	156.5	64	4	E	0.0	3	4	2.0	1.0	1/8	True	1	22.0	50.0	21.0	21b	4	313/2	False	False				False	82		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	3	3	3	False	False	False
628.0	2.0	157.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	22.0	50.0	21.0	21b	4	157	False	False				False	82		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
630.0	2.0	157.5	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	22.0	50.0	21.0	21b	4	315/2	False	False				False	82		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	-1	-1	-1	False	False	False
632.0	2.0	158.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	22.0	50.0	21.0	21b	3	158	False	False			}	True	83		}	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	1	1	1	4	4	4	False	False	False
634.0	2.0	158.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	22.0	50.0	21.0	21b	3	317/2	False	False				False	83		}	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False		, major		V, major		V	1	1	1	2	2	2	True	False	False
636.0	2.0	159.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	3	159	False	True			{	False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
636.0	2.0	159.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	5	159	False	True			{	False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
638.0	2.0	159.5	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	4	319/2	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	-1	-1	-1	False	False	False
638.0	2.0	159.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	5	319/2	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	3	3	3	False	False	False
640.0	2.0	160.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	3	160	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
640.0	2.0	160.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	5	160	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	1	1	1	True	False	False
642.0	2.0	160.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	3	321/2	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	2	2	2	False	False	False
642.0	2.0	160.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	5	321/2	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	-1	-1	-1	False	False	False
644.0	2.0	161.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	3	161	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	0	0	0	True	True	False
644.0	2.0	161.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	4	161	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
646.0	2.0	161.5	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	3	323/2	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	5	5	5	False	False	False
646.0	2.0	161.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	23.0	51.0	22.0	22b	4	323/2	False	False				False	84		I6{	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	2	2	2	False	False	False
648.0	8.0	162.0	55	1	G	0.0	3	4	2.0	1.0	1/2	True	1	24.0	52.0	23.0	23b	3	162	False	True				False	85		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
648.0	2.0	162.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	24.0	52.0	23.0	23b	4	162	False	True				False	85		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
650.0	2.0	162.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	24.0	52.0	23.0	23b	4	325/2	False	False				False	85		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
652.0	2.0	163.0	67	1	G	0.0	3	4	1.0	1.0	1/8	True	1	24.0	52.0	23.0	23b	4	163	False	False				False	85		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
654.0	2.0	163.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	24.0	52.0	23.0	23b	4	327/2	False	False				False	85		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
656.0	2.0	164.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	24.0	52.0	23.0	23b	4	164	False	False				False	85		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
658.0	2.0	164.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	24.0	52.0	23.0	23b	5	329/2	False	False				False	85		I	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	-1	-1	-1	False	False	False
660.0	8.0	165.0	54	6	F	1.0	3	4	2.0	1.0	1/2	True	1	25.0	53.0	24.0	24b	3	165	False	True				False	86		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
660.0	2.0	165.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	25.0	53.0	24.0	24b	5	165	False	True				False	86		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	1	1	1	True	True	False
662.0	2.0	165.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	25.0	53.0	24.0	24b	5	331/2	False	False				False	86		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	-1	-1	-1	False	False	False
664.0	2.0	166.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	25.0	53.0	24.0	24b	5	166	False	False				False	86		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	1	1	1	True	True	False
666.0	2.0	166.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	25.0	53.0	24.0	24b	5	333/2	False	False				False	86		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	3	3	3	False	False	False
668.0	2.0	167.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	25.0	53.0	24.0	24b	5	167	False	False				False	86		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	5	5	5	True	False	True
670.0	2.0	167.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	25.0	53.0	24.0	24b	5	335/2	False	False				False	86		V6	G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	1	1	1	1	1	1	True	True	False
672.0	8.0	168.0	52	4	E	0.0	3	4	2.0	1.0	1/2	True	1	26.0	54.0	25.0	25b	3	168	False	True				False	87		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	3	3	2	True	False	True
672.0	2.0	168.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	26.0	54.0	25.0	25b	5	168	False	True				False	87		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	0	0	-1	True	False	False
674.0	2.0	168.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	26.0	54.0	25.0	25b	5	337/2	False	False				False	87		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	5	5	4	False	False	False
676.0	2.0	169.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	26.0	54.0	25.0	25b	5	169	False	False				False	87		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	3	3	2	True	False	True
678.0	2.0	169.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	26.0	54.0	25.0	25b	5	339/2	False	False				False	87		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	5	5	4	False	False	False
680.0	2.0	170.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	26.0	54.0	25.0	25b	5	170	False	False				False	87		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	0	0	-1	True	False	False
682.0	2.0	170.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	26.0	54.0	25.0	25b	5	341/2	False	False				False	87		V43/V	G	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	1	1	2	3	3	2	True	False	True
684.0	8.0	171.0	50	2	D	0.0	3	4	2.0	1.0	1/2	True	1	27.0	55.0	26.0	26b	3	171	False	True				False	88		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
684.0	2.0	171.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	27.0	55.0	26.0	26b	5	171	False	True				False	88		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
686.0	2.0	171.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	27.0	55.0	26.0	26b	5	343/2	False	False				False	88		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	0	0	0	False	False	False
688.0	2.0	172.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	27.0	55.0	26.0	26b	5	172	False	False				False	88		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
690.0	2.0	172.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	27.0	55.0	26.0	26b	5	345/2	False	False				False	88		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	0	0	0	False	False	False
692.0	2.0	173.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	27.0	55.0	26.0	26b	5	173	False	False				False	88		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
694.0	2.0	173.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	27.0	55.0	26.0	26b	5	347/2	False	False				False	88		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
696.0	12.0	174.0	47	5	B	0.0	3	4	2.0	1.0	3/4	True	1	28.0	56.0	27.0	27b	2	174	False	True				False	89		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
696.0	2.0	174.0	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	28.0	56.0	27.0	27b	5	174	False	True				False	89		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
698.0	2.0	174.5	84	0	C	0.0	3	4	1.0	1.0	1/8	True	1	28.0	56.0	27.0	27b	6	349/2	False	False				False	89		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	-1	-1	-1	False	False	False
700.0	2.0	175.0	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	28.0	56.0	27.0	27b	5	175	False	False				False	89		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
702.0	2.0	175.5	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	28.0	56.0	27.0	27b	5	351/2	False	False				False	89		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	2	2	2	False	False	False
704.0	2.0	176.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	28.0	56.0	27.0	27b	5	176	False	False				False	89		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	0	0	0	True	True	False
706.0	2.0	176.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	28.0	56.0	27.0	27b	5	353/2	False	False				False	89		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	5	5	5	False	False	False
