onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
132.0	2.0	33.0	67	1	G	0.0	3	4	1.0	1.0	1/8	True	1	1.0	12.0	1.0	1b	4	33	True	True			{	False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
134.0	2.0	33.5	66	6	F	1.0	3	4	1.0	1.0	1/8	True	1	1.0	12.0	1.0	1b	4	67/2	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	5	5	5	False	False	False
136.0	2.0	34.0	67	1	G	0.0	3	4	1.0	1.0	1/8	True	1	1.0	12.0	1.0	1b	4	34	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
138.0	2.0	34.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	1.0	12.0	1.0	1b	4	69/2	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
140.0	2.0	35.0	71	5	B	0.0	3	4	1.0	1.0	1/8	True	1	1.0	12.0	1.0	1b	4	35	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
142.0	2.0	35.5	67	1	G	0.0	3	4	1.0	1.0	1/8	True	1	1.0	12.0	1.0	1b	4	71/2	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
144.0	2.0	36.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	2.0	13.0	2.0	2b	3	36	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
144.0	8.0	36.0	74	2	D	0.0	3	4	1.0	1.0	1/2	True	1	2.0	13.0	2.0	2b	5	36	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	1	1	1	True	False	False
146.0	2.0	36.5	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	2.0	13.0	2.0	2b	3	73/2	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	5	5	5	False	False	False
148.0	2.0	37.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	2.0	13.0	2.0	2b	3	37	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
150.0	2.0	37.5	57	3	A	0.0	3	4	2.0	1.0	1/8	True	1	2.0	13.0	2.0	2b	3	75/2	False	False				False	19		G.I{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
152.0	2.0	38.0	59	5	B	0.0	3	4	2.0	1.0	1/8	True	1	2.0	13.0	2.0	2b	3	38	False	True				False	20		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
152.0	4.0	38.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	1	2.0	13.0	2.0	2b	5	38	False	True				False	20		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	0	0	0	True	True	False
154.0	2.0	38.5	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	2.0	13.0	2.0	2b	3	77/2	False	False				False	20		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	0	0	0	True	True	False
156.0	2.0	39.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	3.0	14.0	3.0	3b	4	39	False	True				False	21		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
156.0	6.0	39.0	78	6	F	1.0	3	4	1.0	1.0	3/8	True	1	3.0	14.0	3.0	3b	5	39	False	True				False	21		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
158.0	2.0	39.5	64	4	E	0.0	3	4	2.0	1.0	1/8	True	1	3.0	14.0	3.0	3b	4	79/2	False	False				False	21		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	3	3	3	False	False	False
160.0	2.0	40.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	3.0	14.0	3.0	3b	4	40	False	False				False	21		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
162.0	2.0	40.5	60	0	C	0.0	3	4	2.0	1.0	1/8	True	1	3.0	14.0	3.0	3b	4	81/2	False	False				False	21		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	-1	-1	-1	False	False	False
162.0	1.0	40.5	76	4	E	0.0	3	4	1.0	1.0	1/16	True	1	3.0	14.0	3.0	3b	5	81/2	False	False				False	21		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	3	3	3	False	False	False
163.0	1.0	40.75	78	6	F	1.0	3	4	1.0	1.0	1/16	True	1	3.0	14.0	3.0	3b	5	163/4	False	False				False	21		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
164.0	4.0	41.0	59	5	B	0.0	3	4	2.0	1.0	1/4	True	1	3.0	14.0	3.0	3b	3	41	False	True				False	22		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	4	4	4	True	False	True
164.0	4.0	41.0	79	1	G	0.0	3	4	1.0	1.0	1/4	True	1	3.0	14.0	3.0	3b	5	41	False	True				False	22		I6	G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	1	1	1	0	0	0	True	True	False
168.0	4.0	42.0	60	0	C	0.0	3	4	2.0	1.0	1/4	True	1	4.0	15.0	4.0	4b	4	42	False	True				False	23		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	-1	-1	-1	True	True	True
168.0	4.0	42.0	76	4	E	0.0	3	4	1.0	1.0	1/4	True	1	4.0	15.0	4.0	4b	5	42	False	True				False	23		IV	G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	1	1	1	3	3	3	True	False	False
172.0	4.0	43.0	59	5	B	0.0	3	4	2.0	1.0	1/4	True	1	4.0	15.0	4.0	4b	3	43	False	True				False	24		V65/IV	G	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	1	1	0	4	4	5	True	False	True
172.0	2.0	43.0	77	-1	F	0.0	3	4	1.0	1.0	1/8	True	1	4.0	15.0	4.0	4b	5	43	False	True				False	24		V65/IV	G	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	1	1	0	-2	-2	-1	True	False	False
174.0	2.0	43.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	4.0	15.0	4.0	4b	5	87/2	False	False				False	24		V65/IV	G	I		V65/IV	V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	1	1	0	3	3	4	False	False	False
176.0	4.0	44.0	57	3	A	0.0	3	4	2.0	1.0	1/4	True	1	4.0	15.0	4.0	4b	3	44	False	True				False	25		V43	G	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	2	2	2	True	False	True
176.0	2.0	44.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	4.0	15.0	4.0	4b	5	44	False	True				False	25		V43	G	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	1	1	1	True	True	False
178.0	2.0	44.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	4.0	15.0	4.0	4b	5	89/2	False	False				False	25		V43	G	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	1	1	1	-1	-1	-1	True	False	False
180.0	8.0	45.0	55	1	G	0.0	3	4	2.0	1.0	1/2	True	1	5.0	16.0	5.0	5b	3	45	False	True	IAC	IAC		False	26		I|IAC	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
180.0	6.0	45.0	71	5	B	0.0	3	4	1.0	1.0	3/8	True	1	5.0	16.0	5.0	5b	4	45	False	True	IAC	IAC		False	26		I|IAC	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	4	4	4	True	False	False
186.0	2.0	46.5	69	3	A	0.0	3	4	1.0	1.0	1/8	True	1	5.0	16.0	5.0	5b	4	93/2	False	False				False	26		I|IAC	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	2	2	2	False	False	False
188.0	4.0	47.0	43	1	G	0.0	3	4	2.0	1.0	1/4	True	1	5.0	16.0	5.0	5b	2	47	False	False			}	True	27		}	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	0	0	0	True	True	True
188.0	4.0	47.0	67	1	G	0.0	3	4	1.0	1.0	1/4	True	1	5.0	16.0	5.0	5b	4	47	False	False			}	True	27		}	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	0	0	0	True	True	True
192.0	8.0	48.0	55	1	G	0.0	3	4	2.0	1.0	1/2	True	1	6.0	17.0	6.0	6b	3	48	False	False			{	False	28		{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	0	0	0	True	True	True
192.0	2.0	48.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	6.0	17.0	6.0	6b	5	48	False	False			{	False	28		{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	1	1	1	True	False	False
194.0	2.0	48.5	72	0	C	0.0	3	4	1.0	1.0	1/8	True	1	6.0	17.0	6.0	6b	5	97/2	False	False				False	28		{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	-1	-1	-1	False	False	False
196.0	2.0	49.0	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	6.0	17.0	6.0	6b	5	49	False	False				False	28		{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	1	1	1	True	False	False
198.0	2.0	49.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	6.0	17.0	6.0	6b	5	99/2	False	False				False	28		{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	3	3	3	False	False	False
200.0	4.0	50.0	54	6	F	1.0	3	4	2.0	1.0	1/4	True	1	6.0	17.0	6.0	6b	3	50	False	False				False	28		{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	5	5	5	False	False	False
200.0	2.0	50.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	6.0	17.0	6.0	6b	5	50	False	False				False	28		{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	5	5	5	False	False	False
202.0	2.0	50.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	6.0	17.0	6.0	6b	5	101/2	False	False				False	28		{	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False		, major		I, major		I	1	1	1	1	1	1	True	False	False
204.0	2.0	51.0	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	7.0	18.0	7.0	7b	3	51	False	True				False	29		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	3	3	3	True	True	True
204.0	12.0	51.0	79	1	G	0.0	3	4	1.0	1.0	3/4	True	1	7.0	18.0	7.0	7b	5	51	False	True				False	29		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	0	0	0	True	False	False
206.0	2.0	51.5	50	2	D	0.0	3	4	2.0	1.0	1/8	True	1	7.0	18.0	7.0	7b	3	103/2	False	False				False	29		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	1	1	1	False	False	False
208.0	2.0	52.0	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	7.0	18.0	7.0	7b	3	52	False	False				False	29		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	3	3	3	True	True	True
210.0	2.0	52.5	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	7.0	18.0	7.0	7b	3	105/2	False	False				False	29		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	5	5	5	False	False	False
212.0	2.0	53.0	55	1	G	0.0	3	4	2.0	1.0	1/8	True	1	7.0	18.0	7.0	7b	3	53	False	False				False	29		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	0	0	0	True	False	False
214.0	2.0	53.5	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	7.0	18.0	7.0	7b	3	107/2	False	False				False	29		vi	G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	1	1	1	3	3	3	True	True	True
216.0	8.0	54.0	57	3	A	0.0	3	4	2.0	1.0	1/2	True	1	8.0	19.0	8.0	8b	3	54	False	True				False	30		V.V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	2	1	1	True	True	True
216.0	2.0	54.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	8.0	19.0	8.0	8b	5	54	False	True				False	30		V.V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	3	2	2	True	False	False
218.0	2.0	54.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	8.0	19.0	8.0	8b	5	109/2	False	False				False	30		V.V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	1	0	0	False	False	False
220.0	2.0	55.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	8.0	19.0	8.0	8b	5	55	False	False				False	30		V.V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	3	2	2	True	False	False
222.0	2.0	55.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	8.0	19.0	8.0	8b	5	111/2	False	False				False	30		V.V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	5	4	4	False	False	False
224.0	4.0	56.0	55	1	G	0.0	3	4	2.0	1.0	1/4	True	1	8.0	19.0	8.0	8b	3	56	False	False				False	30		V.V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	0	-1	-1	False	False	False
224.0	2.0	56.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	8.0	19.0	8.0	8b	5	56	False	False				False	30		V.V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	0	-1	-1	False	False	False
226.0	2.0	56.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	8.0	19.0	8.0	8b	5	113/2	False	False				False	30		V.V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	3	2	2	True	False	False
228.0	2.0	57.0	54	6	F	1.0	3	4	2.0	1.0	1/8	True	1	9.0	20.0	9.0	9b	3	57	False	True				False	31		I6	G	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	1	2	2	5	4	4	True	False	True
228.0	6.0	57.0	81	3	A	0.0	3	4	1.0	1.0	3/8	True	1	9.0	20.0	9.0	9b	5	57	False	True				False	31		I6	G	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	1	2	2	2	1	1	True	False	False
230.0	2.0	57.5	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	9.0	20.0	9.0	9b	3	115/2	False	False				False	31		I6	G	V		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	V	V, major	I		V	V	False	I6	I6, major		I6, major		I	1	2	2	3	2	2	False	False	False
232.0	4.0	58.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	1	9.0	20.0	9.0	9b	3	58	False	True				False	32		I	G	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	1	2	2	1	0	0	True	True	True
234.0	2.0	58.5	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	9.0	20.0	9.0	9b	5	117/2	False	False				False	32		I	G	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	1	2	2	2	1	1	True	False	False
236.0	4.0	59.0	55	1	G	0.0	3	4	2.0	1.0	1/4	True	1	9.0	20.0	9.0	9b	3	59	False	True				False	33		IV	G	V		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	V	V, major	IV		V	V	False	IV	IV, major		IV, major		IV	1	2	2	0	-1	-1	True	True	True
236.0	2.0	59.0	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	9.0	20.0	9.0	9b	5	59	False	True				False	33		IV	G	V		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	V	V, major	IV		V	V	False	IV	IV, major		IV, major		IV	1	2	2	4	3	3	True	False	False
238.0	2.0	59.5	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	9.0	20.0	9.0	9b	5	119/2	False	False				False	33		IV	G	V		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	V	V, major	IV		V	V	False	IV	IV, major		IV, major		IV	1	2	2	2	1	1	False	False	False
240.0	4.0	60.0	52	4	E	0.0	3	4	2.0	1.0	1/4	True	1	10.0	21.0	10.0	10b	3	60	False	True				False	34		ii7	G	V		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	V	V, major	ii		V	V	False	ii7	ii7, major		ii7, major		ii	1	2	2	3	2	2	True	True	True
240.0	2.0	60.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	10.0	21.0	10.0	10b	5	60	False	True				False	34		ii7	G	V		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	V	V, major	ii		V	V	False	ii7	ii7, major		ii7, major		ii	1	2	2	0	-1	-1	True	False	False
242.0	2.0	60.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	10.0	21.0	10.0	10b	5	121/2	False	False				False	34		ii7	G	V		ii7	ii		7			mm7	False	False	(2, -1, 3, 0)	()	2	2	major	major	V	V, major	ii		V	V	False	ii7	ii7, major		ii7, major		ii	1	2	2	5	4	4	False	False	False
244.0	4.0	61.0	57	3	A	0.0	3	4	2.0	1.0	1/4	True	1	10.0	21.0	10.0	10b	3	61	False	True				False	35		V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	2	1	1	True	True	True
244.0	6.0	61.0	76	4	E	0.0	3	4	1.0	1.0	3/8	True	1	10.0	21.0	10.0	10b	5	61	False	True				False	35		V	G	V		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	V	V, major	V		V	V	False	V	V, major		V, major		V	1	2	2	3	2	2	True	False	False
248.0	4.0	62.0	45	3	A	0.0	3	4	2.0	1.0	1/4	True	1	10.0	21.0	10.0	10b	2	62	False	True				False	36		V7	G	V		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	V	V, major	V		V	V	False	V7	V7, major		V7, major		V	1	2	2	2	1	1	True	True	True
250.0	2.0	62.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	10.0	21.0	10.0	10b	5	125/2	False	False				False	36		V7	G	V		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	V	V, major	V		V	V	False	V7	V7, major		V7, major		V	1	2	2	1	0	0	False	False	False
252.0	12.0	63.0	50	2	D	0.0	3	4	2.0	1.0	3/4	True	1	12.0	22.0	11.0	11b	3	63	False	True	PAC	PAC	}	True	37	2	I|PAC}	G	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	1	2	2	1	0	0	True	True	True
252.0	12.0	63.0	74	2	D	0.0	3	4	1.0	1.0	3/4	True	1	12.0	22.0	11.0	11b	5	63	False	True	PAC	PAC	}	True	37	2	I|PAC}	G	V		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	1	2	2	1	0	0	True	True	True
264.0	2.0	66.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	13.0	23.0	12.0	12a	5	66	True	True			{	False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
266.0	2.0	66.5	83	5	B	0.0	3	4	1.0	1.0	1/8	True	1	13.0	23.0	12.0	12a	5	133/2	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	4	4	4	False	False	False
268.0	2.0	67.0	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	13.0	23.0	12.0	12a	5	67	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
270.0	2.0	67.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	13.0	23.0	12.0	12a	5	135/2	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	0	0	0	False	False	False
272.0	2.0	68.0	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	13.0	23.0	12.0	12a	5	68	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
274.0	2.0	68.5	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	13.0	23.0	12.0	12a	5	137/2	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	3	3	3	False	False	False
276.0	2.0	69.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	14.0	24.0	13.0	13a	4	69	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
276.0	12.0	69.0	78	6	F	1.0	3	4	1.0	1.0	3/4	True	1	14.0	24.0	13.0	13a	5	69	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	5	5	5	True	False	False
278.0	2.0	69.5	64	4	E	0.0	3	4	2.0	1.0	1/8	True	1	14.0	24.0	13.0	13a	4	139/2	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	3	3	3	False	False	False
280.0	2.0	70.0	62	2	D	0.0	3	4	2.0	1.0	1/8	True	1	14.0	24.0	13.0	13a	4	70	False	False				False	38		I.V{	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
