onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
7584.0	24.0	158.0	64	4	E	0.0	3.0	3	4	4	2.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	4	158	False	True				False	152		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
7584.0	24.0	158.0	73	7	C	1.0	3.0	3	4	4	2.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	5	158	False	True				False	152		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
7584.0	24.0	158.0	85	7	C	1.0	3.0	3	4	4	1.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	6	158	False	True				False	152		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
7608.0	24.0	158.5	83	5	B	0.0	3.5	0	4	4	1.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	5	317/2	False	False				False	152		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
7632.0	24.0	159.0	42	6	F	1.0	4.0	4	4	4	4.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	2	159	False	True				False	153		V43(+9)/V	A	I		V43(+9)/V	V		43	+9	V	Mm7	False	False	(3, 0, 2, 6)	(4,)	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43(+9)/V, major	V	V	3	3	4	3	3	2	True	False	True
7632.0	24.0	159.0	54	6	F	1.0	4.0	4	4	4	3.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	3	159	False	True				False	153		V43(+9)/V	A	I		V43(+9)/V	V		43	+9	V	Mm7	False	False	(3, 0, 2, 6)	(4,)	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43(+9)/V, major	V	V	3	3	4	3	3	2	True	False	True
7632.0	24.0	159.0	57	3	A	0.0	4.0	4	4	4	3.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	3	159	False	True				False	153		V43(+9)/V	A	I		V43(+9)/V	V		43	+9	V	Mm7	False	False	(3, 0, 2, 6)	(4,)	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43(+9)/V, major	V	V	3	3	4	0	0	-1	True	False	False
7632.0	24.0	159.0	75	9	D	1.0	4.0	4	4	4	2.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	5	159	False	True				False	153		V43(+9)/V	A	I		V43(+9)/V	V		43	+9	V	Mm7	False	False	(3, 0, 2, 6)	(4,)	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43(+9)/V, major	V	V	3	3	4	6	6	5	True	False	False
7632.0	24.0	159.0	85	7	C	1.0	4.0	4	4	4	1.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	6	159	False	True				False	153		V43(+9)/V	A	I		V43(+9)/V	V		43	+9	V	Mm7	False	False	(3, 0, 2, 6)	(4,)	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43(+9)/V, major	V	V	3	3	4	4	4	3	False	False	False
7656.0	24.0	159.5	81	3	A	0.0	4.5	0	4	4	1.0	1.0	1/8	True	3	72.0	72.0	71.0	71a	5	319/2	False	False				False	153		V43(+9)/V	A	I		V43(+9)/V	V		43	+9	V	Mm7	False	False	(3, 0, 2, 6)	(4,)	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43(+9)/V, major	V	V	3	3	4	0	0	-1	True	False	False
7680.0	24.0	160.0	40	4	E	0.0	1.0	1	4	4	4.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	2	160	False	True				False	154		V[V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	1	1	1	True	True	True
7680.0	24.0	160.0	52	4	E	0.0	1.0	1	4	4	3.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	3	160	False	True				False	154		V[V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	1	1	1	True	True	True
7680.0	24.0	160.0	59	5	B	0.0	1.0	1	4	4	3.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	3	160	False	True				False	154		V[V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	2	2	2	True	False	False
7680.0	24.0	160.0	76	4	E	0.0	1.0	1	4	4	2.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	160	False	True				False	154		V[V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	1	1	1	True	True	True
7680.0	24.0	160.0	81	3	A	0.0	1.0	1	4	4	1.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	160	False	True				False	154		V[V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	0	0	0	False	False	False
7704.0	24.0	160.5	80	8	G	1.0	1.5	0	4	4	1.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	321/2	False	False				False	154		V[V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	5	5	5	True	False	False
7728.0	24.0	161.0	54	6	F	1.0	2.0	2	4	4	3.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	3	161	False	True				False	155		V7(4)/V	A	I	V	V7(4)/V	V		7	4	V	Mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major	V	V7(4)/V, major	V	V	3	3	4	3	3	2	True	False	False
7728.0	24.0	161.0	59	5	B	0.0	2.0	2	4	4	3.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	3	161	False	True				False	155		V7(4)/V	A	I	V	V7(4)/V	V		7	4	V	Mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major	V	V7(4)/V, major	V	V	3	3	4	2	2	1	True	True	True
7728.0	24.0	161.0	64	4	E	0.0	2.0	2	4	4	4.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	4	161	False	True				False	155		V7(4)/V	A	I	V	V7(4)/V	V		7	4	V	Mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major	V	V7(4)/V, major	V	V	3	3	4	1	1	0	True	False	False
7728.0	24.0	161.0	69	3	A	0.0	2.0	2	4	4	2.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	4	161	False	True				False	155		V7(4)/V	A	I	V	V7(4)/V	V		7	4	V	Mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major	V	V7(4)/V, major	V	V	3	3	4	0	0	-1	True	False	False
7728.0	24.0	161.0	81	3	A	0.0	2.0	2	4	4	1.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	161	False	True				False	155		V7(4)/V	A	I	V	V7(4)/V	V		7	4	V	Mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major	V	V7(4)/V, major	V	V	3	3	4	0	0	-1	True	False	False
7752.0	24.0	161.5	78	6	F	1.0	2.5	0	4	4	1.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	323/2	False	False				False	155		V7(4)/V	A	I	V	V7(4)/V	V		7	4	V	Mm7	False	False	(2, 1, 3, 0)	()	2	2	major	major	I	I, major	V/V	V	V/I	V	False	V7/V	V7/V, major	V	V7(4)/V, major	V	V	3	3	4	3	3	2	True	False	False
7776.0	24.0	162.0	56	8	G	1.0	3.0	3	4	4	3.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	3	162	False	True				False	156		V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	5	5	5	True	False	False
7776.0	24.0	162.0	59	5	B	0.0	3.0	3	4	4	3.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	3	162	False	True				False	156		V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	2	2	2	True	False	False
7776.0	24.0	162.0	64	4	E	0.0	3.0	3	4	4	4.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	4	162	False	True				False	156		V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	1	1	1	True	True	True
7776.0	24.0	162.0	71	5	B	0.0	3.0	3	4	4	2.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	4	162	False	True				False	156		V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	2	2	2	True	False	False
7776.0	24.0	162.0	78	6	F	1.0	3.0	3	4	4	1.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	162	False	True				False	156		V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	3	3	3	False	False	False
7800.0	24.0	162.5	76	4	E	0.0	3.5	0	4	4	1.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	325/2	False	False				False	156		V	A	I	V	V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major	V	V, major		V	3	3	3	1	1	1	True	True	True
7824.0	24.0	163.0	52	4	E	0.0	4.0	4	4	4	3.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	3	163	False	True				False	157		V7	A	I	V	V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major	V	V7, major		V	3	3	3	1	1	1	True	True	True
7824.0	24.0	163.0	59	5	B	0.0	4.0	4	4	4	3.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	3	163	False	True				False	157		V7	A	I	V	V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major	V	V7, major		V	3	3	3	2	2	2	True	False	False
7824.0	24.0	163.0	64	4	E	0.0	4.0	4	4	4	4.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	4	163	False	True				False	157		V7	A	I	V	V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major	V	V7, major		V	3	3	3	1	1	1	True	True	True
7824.0	24.0	163.0	74	2	D	0.0	4.0	4	4	4	2.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	163	False	True				False	157		V7	A	I	V	V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major	V	V7, major		V	3	3	3	-1	-1	-1	True	False	False
7824.0	24.0	163.0	78	6	F	1.0	4.0	4	4	4	1.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	163	False	True				False	157		V7	A	I	V	V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major	V	V7, major		V	3	3	3	3	3	3	False	False	False
7848.0	24.0	163.5	80	8	G	1.0	4.5	0	4	4	1.0	1.0	1/8	True	3	73.0	73.0	72.0	72a	5	327/2	False	False				False	157		V7	A	I	V	V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major	V	V7, major		V	3	3	3	5	5	5	True	False	False
7872.0	24.0	164.0	57	3	A	0.0	1.0	1	4	4	3.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	3	164	False	True				False	158		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	0	0	0	True	True	True
7872.0	24.0	164.0	64	4	E	0.0	1.0	1	4	4	4.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	164	False	True				False	158		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	1	1	1	True	False	False
7872.0	48.0	164.0	73	7	C	1.0	1.0	1	4	4	2.0	1.0	1/4	True	3	74.0	74.0	73.0	73a	5	164	False	True				False	158		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	4	4	4	True	False	False
7872.0	24.0	164.0	81	3	A	0.0	1.0	1	4	4	1.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	5	164	False	True				False	158		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	0	0	0	True	True	True
7920.0	24.0	165.0	61	7	C	1.0	2.0	2	4	4	3.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	165	False	True				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
7920.0	24.0	165.0	64	4	E	0.0	2.0	2	4	4	3.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	165	False	True				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
7920.0	24.0	165.0	73	7	C	1.0	2.0	2	4	4	1.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	5	165	False	True				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
7920.0	24.0	165.0	76	4	E	0.0	2.0	2	4	4	1.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	5	165	False	True				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
7968.0	24.0	166.0	61	7	C	1.0	3.0	3	4	4	3.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	166	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
7968.0	24.0	166.0	64	4	E	0.0	3.0	3	4	4	3.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	166	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
7968.0	24.0	166.0	73	7	C	1.0	3.0	3	4	4	1.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	5	166	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
7968.0	24.0	166.0	76	4	E	0.0	3.0	3	4	4	1.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	5	166	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
7992.0	24.0	166.5	64	4	E	0.0	3.5	0	4	4	2.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	333/2	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8016.0	24.0	167.0	61	7	C	1.0	4.0	4	4	4	3.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	167	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
8016.0	24.0	167.0	64	4	E	0.0	4.0	4	4	4	3.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	167	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8016.0	24.0	167.0	69	3	A	0.0	4.0	4	4	4	2.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	167	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	0	0	0	True	True	False
8016.0	24.0	167.0	73	7	C	1.0	4.0	4	4	4	1.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	5	167	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
8016.0	24.0	167.0	76	4	E	0.0	4.0	4	4	4	1.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	5	167	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8040.0	24.0	167.5	68	8	G	1.0	4.5	0	4	4	2.0	1.0	1/8	True	3	74.0	74.0	73.0	73a	4	335/2	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	5	5	5	False	False	False
8064.0	24.0	168.0	61	7	C	1.0	1.0	1	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	4	168	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
8064.0	24.0	168.0	64	4	E	0.0	1.0	1	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	4	168	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8064.0	48.0	168.0	69	3	A	0.0	1.0	1	4	4	2.0	1.0	1/4	True	3	75.0	75.0	74.0	74a	4	168	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	0	0	0	True	True	False
8064.0	24.0	168.0	73	7	C	1.0	1.0	1	4	4	1.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	5	168	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
8064.0	24.0	168.0	76	4	E	0.0	1.0	1	4	4	1.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	5	168	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8088.0	24.0	168.5	40	4	E	0.0	1.5	0	4	4	4.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	2	337/2	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8112.0	24.0	169.0	45	3	A	0.0	2.0	2	4	4	4.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	2	169	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	0	0	0	True	True	False
8112.0	24.0	169.0	61	7	C	1.0	2.0	2	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	4	169	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
8112.0	24.0	169.0	64	4	E	0.0	2.0	2	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	4	169	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8112.0	24.0	169.0	73	7	C	1.0	2.0	2	4	4	1.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	5	169	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
8112.0	24.0	169.0	76	4	E	0.0	2.0	2	4	4	1.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	5	169	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8136.0	24.0	169.5	44	8	G	1.0	2.5	0	4	4	4.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	2	339/2	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	5	5	5	False	False	False
8160.0	24.0	170.0	45	3	A	0.0	3.0	3	4	4	4.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	2	170	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	0	0	0	True	True	False
8160.0	24.0	170.0	61	7	C	1.0	3.0	3	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	4	170	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
8160.0	24.0	170.0	64	4	E	0.0	3.0	3	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	4	170	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8160.0	24.0	170.0	73	7	C	1.0	3.0	3	4	4	1.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	5	170	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	4	4	4	True	False	True
8160.0	24.0	170.0	76	4	E	0.0	3.0	3	4	4	1.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	5	170	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8184.0	24.0	170.5	40	4	E	0.0	3.5	0	4	4	4.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	2	341/2	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	1	1	1	True	False	False
8184.0	24.0	170.5	57	3	A	0.0	3.5	0	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	3	341/2	False	False				False	159		I6	A	I	V	I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major	V	I6, major		I	3	3	3	0	0	0	True	True	False
8208.0	24.0	171.0	49	7	C	1.0	4.0	4	4	4	4.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	3	171	False	True				False	160		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	4	4	4	True	False	False
8208.0	24.0	171.0	64	4	E	0.0	4.0	4	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	4	171	False	True				False	160		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	1	1	1	True	False	False
8208.0	24.0	171.0	73	7	C	1.0	4.0	4	4	4	1.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	5	171	False	True				False	160		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	4	4	4	True	False	False
8208.0	24.0	171.0	76	4	E	0.0	4.0	4	4	4	1.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	5	171	False	True				False	160		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	1	1	1	True	False	False
8232.0	24.0	171.5	45	3	A	0.0	4.5	0	4	4	4.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	2	343/2	False	False				False	160		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	0	0	0	True	True	True
8232.0	24.0	171.5	61	7	C	1.0	4.5	0	4	4	3.0	1.0	1/8	True	3	75.0	75.0	74.0	74a	4	343/2	False	False				False	160		I	A	I	V	I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	V	I, major		I	3	3	3	4	4	4	True	False	False
